Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-12-02,19,Robbery,3B50,,4300-4399,NORTH,FWY,-,1
2014-12-01,15,Theft,3B50,Other Parking Lot,4400-4499,NORTH,FWY,-,1
2014-11-27,17,Burglary,3B50,Residence or House,6500-6599,ENID,ST,-,1
2014-08-11,08,Theft,3B50,,UNK,MABEL,-,-,1
2014-12-20,12,Theft,3B50,Convenience Store Parking Lot,500-599,BERRY,RD,-,1
2014-12-21,19,Theft,3B50,Specialty Store (Non-Specific),4400-4499,NORTH,FWY,-,1
2014-12-21,16,Theft,3B50,Restaurant or Cafeteria,4400-4499,NORTH,FWY,-,1
2014-12-14,22,Theft,3B50,Driveway,UNK,WELLFORD,-,-,1
2014-12-30,14,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-30,18,Theft,3B50,Mall Parking Lot,4400-4499,NORTH,FWY,-,1
2014-12-26,10,Burglary,3B50,Residence or House,400-499,LINDALE,-,-,1
2014-12-27,11,Theft,3B50,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-31,17,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-31,12,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-19,10,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
2014-12-23,12,Aggravated Assault,3B50,"Road, Street, or Sidewalk",7400-7499,FULTON,ST,-,1
2014-12-22,15,Theft,3B50,Grocery Store or Supermarket,4700-4799,AIRLINE,DR,-,1
