WARNING *** file size (2752234) not 512 + multiple of sector size (512)
WARNING *** OLE2 inconsistency: SSCS size is 0 but SSAT size is non-zero
Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses,Field11
2010-09-22,20,Theft,20G30,18A,2900-2999,HAYES,RD,-,1,
2010-09-22,00,Theft,24C50,20R,16900-16999,CHEROKEE LAKE,LN,-,1,
2010-09-21,00,Theft,19G10,060,9500-9599,WILCREST,DR,-,1,
2010-09-22,19,Theft,2A60,18G,1800-1899,ELLA,BLVD,-,1,
2010-09-22,20,Theft,12D20,20D,9400-9499,COAST BRIDGE,ST,-,1,
2010-09-22,21,Theft,10H30,18A,2000-2099,TEXAS,ST,-,1,
2010-09-22,16,Theft,9C40,24C,12000-12099,EAST,FWY,-,1,
2010-09-22,00,Theft,6B40,20A,9600-9699,MONTGOMERY,RD,W,1,
2010-09-22,21,Theft,20G30,18A,2900-2999,HAYES,RD,-,1,
2010-09-22,13,Theft,7C10,18R,5400-5499,EAST,FWY,-,1,
2010-09-22,20,Theft,2A60,20D,1400-1499,NASHUA,-,-,1,
2010-09-21,17,Theft,2A40,20D,1800-1899,SUMMER,-,-,1,
2010-09-22,20,Theft,1A20,13R,600-699,ALABAMA,ST,W,1,
2010-09-22,12,Theft,2A10,20R,1700-1799,MAIN,-,N,1,
2010-09-22,15,Theft,9C40,18R,12400-12499,EAST,FWY,-,1,
2010-09-22,00,Theft,8C60,20D,5600-5699,SAM HOUSTON,ST,-,1,
2010-09-22,15,Theft,20G30,080,10800-10899,WESTHEIMER,RD,-,1,
2010-09-21,02,Theft,12D60,20A,16400-16499,EL CAMINO REAL,-,-,1,
2010-09-20,18,Theft,15E20,20D,6000-6099,FONTENELLE,DR,-,1,
2010-09-22,22,Theft,4F10,18O,10200-10299,OLD KATY,RD,-,1,
2010-09-22,22,Theft,2A40,20D,1800-1899,SUMMER,-,-,1,
2010-09-23,05,Theft,13D10,18O,5600-5699,NORTHDALE,-,-,1,
2010-09-18,16,Theft,4F30,11R,19000-19099,SAUMS,RD,-,1,
2010-09-22,21,Theft,20G70,13R,3000-3099,MEADWAY,DR,-,1,
2010-09-21,13,Theft,2A60,060,1800-1899,14TH,ST,W,1,
2010-09-17,16,Theft,1A10,080,800-899,BELL,ST,-,1,
2010-09-22,20,Theft,11H40,18A,6000-6099,ALLENDALE,RD,-,1,
2010-09-22,18,Theft,13D20,20D,6600-6699,CROSSWELL,ST,-,1,
2010-09-23,07,Theft,4F30,18R,14300-14399,PARK ROW,-,-,1,
2010-09-22,19,Theft,3B10,20R,6600-6699,THORNWALL,-,-,1,
2010-09-22,21,Theft,11H30,20R,8000-8099,BONNER,DR,-,1,
2010-09-22,19,Theft,6B30,18O,6900-6999,ALABONSON,RD,-,1,
2010-09-22,22,Theft,12D20,20D,11000-11099,INDUS,ST,-,1,
2010-09-22,11,Theft,6B40,18R,7900-7999,VETERANS MEMORIAL,DR,-,1,
2010-09-22,19,Theft,4F10,13R,1200-1299,SHADELAND,DR,-,1,
2010-09-22,08,Theft,20G30,18H,12100-12199,RICHMOND,AVE,-,1,
2010-09-08,18,Theft,18F40,20R,2400-2499,WINROCK,BLVD,-,1,
2010-09-22,08,Theft,1A50,22H,5600-5699,WEST LP S,-,-,1,
2010-09-23,01,Theft,18F40,18A,6500-6599,WESTHEIMER,RD,-,1,
2010-09-23,00,Theft,17E20,18A,6200-6299,VALERIE,-,-,1,
2010-09-23,00,Theft,2A50,20D,1600-1699,MCDONALD,-,-,1,
2010-09-22,21,Theft,17E10,18O,6400-6499,HILLCROFT,-,-,1,
2010-09-23,10,Theft,10H20,18L,800-899,TELEPHONE,RD,-,1,
2010-09-17,16,Theft,14D50,20V,6500-6599,BRIMRIDGE,LN,-,1,
2010-09-22,12,Theft,7C50,11R,4000-4099,GREENS,RD,-,1,
2010-09-22,19,Theft,3B10,05C,2400-2499,MANGUM,-,-,1,
2010-09-22,20,Theft,6B30,20D,7700-7799,MOSEWOOD,-,-,1,
2010-09-23,10,Theft,14D30,22H,7400-7499,ST LO,-,-,1,
2010-09-08,14,Theft,17E40,20G,12300-12399,KITTY BROOK,DR,-,1,
2010-09-02,12,Theft,2A30,20D,3000-3099,HOUSTON,AVE,-,1,
2010-09-23,09,Theft,2A60,18P,1400-1499,20TH,ST,W,1,
2010-09-21,17,Theft,15E40,18A,9900-9999,BUFFALO SPEEDWAY,-,-,1,
2010-09-16,08,Theft,6B40,20R,8000-8099,DYER,ST,-,1,
2010-09-22,15,Theft,2A50,20R,3800-3899,CENTER,ST,-,1,
2010-09-22,21,Theft,2A30,18A,300-399,9TH,ST,E,1,
2010-09-07,09,Theft,5F30,05Z,14000-14099,HEMPSTEAD,HWY,-,1,
2010-09-22,23,Theft,13D20,20D,6600-6699,HIRONDEL,CT,-,1,
2010-09-20,07,Theft,18F20,20D,5400-5499,JOHN DREAPER,DR,-,1,
2010-09-20,16,Theft,9C20,05O,200-299,MCCARTY,-,-,1,
2010-09-22,22,Theft,1A20,20D,2500-2599,YOAKUM,BLVD,-,1,
2010-09-20,19,Theft,18F40,250,8500-8599,WESTHEIMER,RD,-,1,
2010-09-22,15,Theft,18F50,13R,3900-3999,GESSNER,DR,S,1,
2010-09-23,11,Theft,15E30,120,12300-12399,MAIN,ST,-,1,
2010-09-23,11,Theft,6B10,080,9600-9699,IRVINGTON,BLVD,-,1,
2010-09-23,10,Theft,18F30,18R,5700-5799,WESTHEIMER,RD,-,1,
2010-09-23,08,Theft,1A40,040,3400-3499,WESTHEIMER,RD,-,1,
2010-09-23,11,Theft,5F30,080,13400-13499,NORTHWEST,FWY,-,1,
2010-09-23,11,Theft,15E30,18T,4600-4699,BEECHNUT,ST,-,1,
2010-09-22,19,Theft,4F30,18W,14300-14399,PARK ROW,-,-,1,
2010-09-23,12,Theft,12D10,24E,10900-10999,GULF,FWY,-,1,
2010-09-23,06,Theft,17E40,18A,14500-14599,FONMEADOW,DR,-,1,
2010-09-21,12,Theft,11H40,22H,8500-8599,HOWARD,DR,-,1,
2010-09-21,00,Theft,8C50,20A,8600-8699,STERLINGSHIRE,ST,-,1,
2010-09-23,11,Theft,17E10,18R,6500-6599,SOUTHWEST,FWY SER,S,1,
2010-09-23,11,Theft,18F50,18T,6900-6999,HARWIN,DR,-,1,
2010-09-23,11,Theft,20G30,13R,11200-11299,RICHMOND,AVE,-,1,
2010-09-21,09,Theft,20G30,20A,3100-3199,HAYES,RD,-,1,
2010-09-23,12,Theft,15E30,18T,12300-12399,MAIN,ST,-,1,
2010-09-23,12,Theft,1A50,18O,5100-5199,BUFFALO SPEEDWAY,-,-,1,
2010-09-23,12,Theft,15E10,240,9000-9099,CHIMNEY ROCK,RD,-,1,
2010-09-23,12,Theft,5F40,18G,7900-7999,FM 1960,-,W,1,
2010-09-23,11,Theft,13D40,080,10500-10599,TELEPHONE,RD,-,1,
2010-09-21,13,Theft,10H70,09H,2000-2099,HOLCOMBE,BLVD,-,1,
2010-09-23,11,Theft,9C40,18G,1200-1299,UVALDE,RD,-,1,
2010-09-23,07,Theft,7C20,20D,2200-2299,STAPLES,-,-,1,
2010-09-13,16,Theft,8C60,20R,7300-7399,SAUNDERS,RD,-,1,
2010-09-23,12,Theft,9C40,18H,13100-13199,EAST,FWY,-,1,
2010-09-23,01,Theft,19G40,13R,10700-10799,SWAN GLEN,DR,-,1,
2010-09-23,12,Theft,2A30,18R,2000-2099,YALE,-,-,1,
2010-09-23,06,Theft,6B30,250,8600-8699,GOLDEN SPIKE,LN,-,1,
2010-09-20,12,Theft,16E40,20R,6400-6499,FUQUA,ST,W,1,
2010-09-22,18,Theft,18F40,18A,6400-6499,ELLA LEE,LN,-,1,
2010-09-23,12,Theft,19G20,18O,11700-11799,BELLAIRE,BLVD,-,1,
2010-09-23,12,Theft,10H10,13R,0-99,KENDALL,-,-,1,
2010-09-23,13,Theft,19G20,18T,11200-11299,BELLAIRE,BLVD,-,1,
2010-09-22,11,Theft,8C10,250,9700-9799,SPAULDING,-,-,1,
2010-09-23,10,Theft,10H40,080,1000-1099,ELGIN,ST,-,1,
2010-09-22,16,Theft,13D30,11F,8000-8099,BRANIFF,-,-,1,
2010-09-23,12,Theft,13D20,18O,7900-7999,BELLFORT,ST,-,1,
2010-09-23,12,Theft,9C20,18R,1700-1799,WAYSIDE,-,N,1,
2010-09-21,12,Theft,18F50,210,8900-8999,RICHMOND,AVE,-,1,
2010-09-21,11,Theft,19G50,02B,9700-9799,BISSONNET,ST,-,1,
2010-09-21,13,Theft,10H70,09H,6500-6599,FANNIN,-,-,1,
2010-09-09,23,Theft,18F30,070,2800-2899,GREENRIDGE,DR,-,1,
2010-09-23,10,Theft,20G10,18R,9900-9999,WESTHEIMER,RD,-,1,
2010-08-27,08,Theft,20G40,20R,1900-1999,KIRKWOOD,DR,S,1,
2010-09-15,00,Theft,10H60,20R,3600-3699,GRIGGS,-,-,1,
2010-09-23,09,Theft,9C40,20D,12800-12899,JOLIET,-,-,1,
2010-09-22,21,Theft,7C20,20R,2700-2799,WAYNE,-,-,1,
2010-09-03,17,Theft,3B10,18U,500-599,NORTHWEST MALL,-,-,1,
2010-09-23,06,Theft,13D20,20A,8900-8999,BROADWAY,ST,-,1,
2010-09-23,15,Theft,15E30,120,12300-12399,MAIN,ST,-,1,
2010-09-23,14,Theft,1A30,09H,3300-3399,SHEPHERD,DR,S,1,
2010-09-23,14,Theft,17E10,20A,5300-5399,CLAREWOOD,DR,-,1,
2010-09-23,16,Theft,7C30,05Z,3400-3499,TOPPING,-,-,1,
2010-09-23,14,Theft,19G40,20A,11700-11799,GLEN,-,S,1,
2010-09-23,05,Theft,19G10,18A,9900-9999,CLUB CREEK,DR,-,1,
2010-09-22,20,Theft,12D10,18A,1200-1299,REDFORD,-,-,1,
2010-09-23,15,Theft,6B30,20D,6800-6899,ROLLING MILL,DR,-,1,
2010-09-23,12,Theft,3B10,210,10400-10499,HEMPSTEAD,HWY,-,1,
2010-09-09,08,Theft,10H70,09H,6500-6599,FANNIN,-,-,1,
2010-09-21,00,Theft,17E40,20R,12200-12299,BOB WHITE,DR,-,1,
2010-09-23,14,Theft,20G50,18O,10200-10299,KATY,FWY,-,1,
2010-09-23,15,Theft,17E10,250,5400-5499,BISSONNET,ST,-,1,
2010-09-23,14,Theft,7C50,18S,15500-15599,EASTEX,FWY,-,1,
2010-09-22,19,Theft,4F30,18O,14300-14399,PARK ROW,-,-,1,
2010-09-23,15,Theft,15E10,080,700-799,MEYERLAND PLAZA,-,-,1,
2010-09-18,22,Theft,14D40,20R,10700-10799,DONEGAL,WAY,-,1,
2010-09-23,15,Theft,9C40,070,13000-13099,MARKET,ST,-,1,
2010-09-23,11,Theft,1A10,05O,1100-1199,LOUISIANA,ST,-,1,
2010-06-26,00,Theft,17E40,20D,7700-7799,AIRPORT,BLVD,W,1,
2010-09-23,15,Theft,7C20,09D,4800-4899,LOCKWOOD,DR,-,1,
2010-09-23,15,Theft,1A10,13R,1300-1399,CONGRESS,-,-,1,
2010-09-23,15,Theft,1A10,080,1100-1199,MAIN,ST,-,1,
2010-09-10,00,Theft,16E20,250,3700-3799,GOULBURN,DR,-,1,
2010-09-23,08,Theft,15E10,20D,5100-5199,GRAPE,ST,-,1,
2010-09-23,17,Theft,2A30,20R,700-799,11TH,ST,E,1,
2010-09-23,11,Theft,7C40,18G,3000-3099,LITTLE YORK,RD,-,1,
2010-09-23,17,Theft,5F40,250,13500-13599,BRETON RIDGE,ST,-,1,
2010-09-23,16,Theft,17E10,120,6200-6299,BELLAIRE,BLVD,-,1,
2010-09-23,16,Theft,20G80,080,1500-1599,ELDRIDGE,PKWY,-,1,
2010-09-23,08,Theft,2A30,13R,500-599,FRASIER,-,-,1,
2010-09-20,15,Theft,9C30,22H,500-599,MERCURY,-,-,1,
2010-09-23,19,Theft,20G50,080,900-999,GESSNER,DR,-,1,
2010-09-23,11,Theft,19G10,18A,8100-8199,MAPLECREST,DR,-,1,
2010-09-22,12,Theft,10H40,05Z,2600-2699,FANNIN,-,-,1,
2010-09-23,12,Theft,14D40,20R,12800-12899,FAWNWAY,DR,-,1,
2010-09-17,18,Theft,16E20,20D,5100-5199,GLENRIDGE,LN,-,1,
2010-09-23,07,Theft,4F10,18A,1800-1899,WITTE,RD,-,1,
2010-09-19,00,Theft,15E40,20A,8300-8399,EL MUNDO,ST,-,1,
2010-09-18,12,Theft,18F40,20A,2800-2899,JEANETTA,-,-,1,
2010-09-23,13,Theft,18F20,20D,5000-5099,WESTHEIMER,RD,-,1,
2010-09-23,14,Theft,18F50,18R,6500-6599,SOUTHWEST,FWY,-,1,
2010-09-23,16,Theft,8C20,250,7500-7599,KIRKPATRICK,BLVD,-,1,
2010-09-23,18,Theft,14D10,18C,3800-3899,OLD SPANISH,TRL,-,1,
2010-09-23,08,Theft,18F20,18P,5000-5099,WESTHEIMER,RD,-,1,
2010-09-22,11,Theft,1A30,20A,2700-2799,REVERE,-,-,1,
2010-09-23,18,Theft,12D70,080,200-299,BAYBROOK MALL,-,-,1,
2010-09-18,20,Theft,7C50,20D,14900-14999,GRAND PRAIRIE,DR,-,1,
2010-09-23,16,Theft,11H20,22H,1600-1699,BROADWAY,ST,-,1,
2010-09-23,17,Theft,19G40,20A,9300-9399,DAIRY VIEW,LN,-,1,
2010-09-23,17,Theft,10H40,18P,2100-2199,SAN JACINTO,-,-,1,
2010-09-23,18,Theft,5F40,080,7900-7999,FM 1960,-,W,1,
2010-09-22,21,Theft,20G60,20A,14200-14299,KIMBERLEY,LN,-,1,
2010-09-23,18,Theft,15E40,09D,7900-7999,MAIN,ST,-,1,
2010-09-23,08,Theft,1A10,18P,800-899,LA BRANCH,-,-,1,
2010-09-23,16,Theft,8C50,22H,10700-10799,MESA,DR,-,1,
2010-09-23,18,Theft,16E20,13R,4000-4099,DALMATIAN,DR,-,1,
2010-09-23,18,Theft,3B10,18A,5600-5699,ANTOINE,DR,-,1,
2010-09-23,19,Theft,18F30,070,3200-3299,CHIMNEY ROCK,RD,-,1,
2010-09-23,19,Theft,17E30,24E,11500-11599,SOUTHWEST,FWY,-,1,
2010-09-23,18,Theft,21I60,01A,3900-3999,TERMINAL,RD,S,1,
2010-09-23,18,Theft,18F30,18R,6000-6099,WESTHEIMER,RD,-,1,
2010-09-23,18,Theft,5F40,18R,18200-18299,TOMBALL,PKWY,-,1,
2010-09-23,19,Theft,12D70,080,600-699,BAYBROOK MALL,-,-,1,
2010-09-23,20,Theft,18F20,080,5000-5099,WESTHEIMER,RD,-,1,
2010-09-23,20,Theft,17E40,070,12300-12399,FONDREN,RD,-,1,
2010-09-23,19,Theft,1A30,18O,3300-3399,RICHMOND,AVE,-,1,
2010-09-23,20,Theft,3B40,070,5000-5099,YALE,-,-,1,
2010-09-21,18,Theft,7C50,20D,7400-7499,PINETEX,DR,-,1,
2010-09-23,17,Theft,18F60,18C,8300-8399,GESSNER,DR,S,1,
2010-09-23,21,Theft,15E10,20R,5300-5399,GRAPE,ST,-,1,
2010-09-21,10,Theft,13D20,250,6700-6799,BELLFORT,ST,-,1,
2010-09-23,18,Theft,6B20,18A,2300-2399,TIDWELL,RD,W,1,
2010-09-23,21,Theft,8C20,070,6500-6599,LOCKWOOD,DR,-,1,
2010-09-23,20,Theft,10H80,13R,5300-5399,KELVIN,DR,-,1,
2010-09-23,21,Theft,1A30,18R,2600-2699,ARGONNE,ST,-,1,
2010-09-23,19,Theft,12D50,18O,16200-16299,PARK CENTER,DR,-,1,
2010-09-23,22,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-23,19,Theft,5F30,18R,12800-12899,NORTHWEST,FWY,-,1,
2010-09-09,16,Theft,1A50,210,4800-4899,KIRBY,DR,-,1,
2010-09-23,21,Theft,1A40,13R,2500-2599,ARGONNE,ST,-,1,
2010-09-24,00,Theft,1A20,18M,500-599,LOVETT,BLVD,-,1,
2010-09-22,07,Theft,18F20,18A,3300-3399,MCCUE,RD,-,1,
2010-09-24,00,Theft,8C10,18A,3800-3899,BENNINGTON,ST,-,1,
2010-09-22,21,Theft,18F40,18A,9400-9499,WESTHEIMER,RD,-,1,
2010-09-24,01,Theft,16E30,13R,12700-12799,BURDINE,ST,-,1,
2010-09-24,00,Theft,18F40,070,2600-2699,WINROCK,BLVD,-,1,
2010-09-23,21,Theft,20G70,18A,3800-3899,SYNOTT,RD,-,1,
2010-09-24,02,Theft,17E30,20A,9200-9299,BISSONNET,ST,-,1,
2010-09-24,02,Theft,2A20,20D,400-499,ENGLISH,ST,-,1,
2010-09-24,02,Theft,6B10,18A,200-299,SUNNYSIDE,-,-,1,
2010-09-24,03,Theft,18F20,18T,5000-5099,RICHMOND,AVE,-,1,
2010-09-24,05,Theft,6B60,13R,1100-1199,LANGWICK,DR,-,1,
2010-09-24,00,Theft,17E30,18A,9200-9299,BISSONNET,ST,-,1,
2010-09-23,19,Theft,17E10,18A,6000-6099,GULFTON,-,-,1,
2010-09-23,22,Theft,14D40,20A,11900-11999,MARTIN LUTHER KING,BLVD,-,1,
2010-09-23,20,Theft,19G10,13R,10500-10599,GLENWOLDE,DR,-,1,
2010-09-23,20,Theft,12D40,20D,12000-12099,BINGHAMPTON,DR,-,1,
2010-09-23,19,Theft,1A40,18A,2400-2499,WESTHEIMER,RD,-,1,
2010-09-23,22,Theft,2A20,20R,500-599,SUE,-,-,1,
2010-09-23,16,Theft,1A30,18A,2700-2799,REVERE,-,-,1,
2010-09-23,23,Theft,18F30,18A,6100-6199,WINSOME,LN,-,1,
2010-09-23,21,Theft,17E30,18O,10000-10099,BELLFORT,ST,W,1,
2010-09-23,18,Theft,19G10,20D,10500-10599,EVESBOROUGH,DR,-,1,
2010-09-23,17,Theft,18F30,18A,2800-2899,GREENRIDGE,DR,-,1,
2010-09-23,17,Theft,7C30,250,10200-10299,JENSEN,DR,-,1,
2010-09-23,19,Theft,13D20,18N,8600-8699,BROADWAY,ST,-,1,
2010-09-24,00,Theft,24C10,20D,1900-1999,TWIN SPRING,DR,-,1,
2010-09-24,00,Theft,12D40,20D,12000-12099,RYEWATER,DR,-,1,
2010-09-23,19,Theft,9C30,18M,10500-10599,EAST,FWY,-,1,
2010-09-23,17,Theft,1A30,18O,2700-2799,REVERE,-,-,1,
2010-09-23,21,Theft,1A30,13R,3800-3899,AUDLEY,ST,-,1,
2010-06-15,13,Theft,1A10,250,1200-1299,TRAVIS,ST,-,1,
2010-09-23,21,Theft,2A30,20D,900-999,WOODLAND,-,-,1,
2010-09-23,17,Theft,24C20,18A,3400-3499,HAVENBROOK,DR,-,1,
2010-09-23,18,Theft,1A50,18A,3100-3199,BUFFALO SPEEDWAY,-,-,1,
2010-09-23,20,Theft,2A60,18A,2400-2499,T C JESTER,BLVD,E,1,
2010-06-24,03,Theft,8C60,20D,6300-6399,ROUGHLOCK,-,-,1,
2010-09-23,18,Theft,1A40,18A,2400-2499,WESTHEIMER,RD,-,1,
2010-09-24,06,Theft,2A20,18R,100-199,CAVALCADE,-,-,1,
2010-09-23,15,Theft,11H10,13R,2400-2499,TELEPHONE,RD,-,1,
2010-09-24,06,Theft,21I50,140,6100-6199,WILL CLAYTON,PKWY,-,1,
2010-09-23,12,Theft,2A60,18P,2500-2599,NORTH LP W,-,-,1,
2010-09-23,11,Theft,20G40,210,2500-2599,DAIRY ASHFORD,-,S,1,
2010-09-23,22,Theft,2A60,18A,2400-2499,T C JESTER,BLVD,E,1,
2010-09-24,08,Theft,7C30,05X,9700-9799,JENSEN,DR,-,1,
2010-09-23,23,Theft,20G40,20D,11600-11699,CHERRYKNOLL,DR,-,1,
2010-09-13,09,Theft,10H70,05F,7000-7099,ARDMORE,ST,-,1,
2010-09-23,22,Theft,1A30,20D,1700-1799,HAROLD,ST,-,1,
2010-09-23,22,Theft,1A30,18A,2700-2799,REVERE,-,-,1,
2010-09-23,21,Theft,2A30,13R,800-899,ARLINGTON,ST,-,1,
2010-09-08,14,Theft,20G50,210,300-399,MEMORIAL CITY,WAY,-,1,
2010-09-23,23,Theft,17E20,18N,7200-7299,BISSONNET,ST,-,1,
2010-09-24,08,Theft,15E10,18A,5400-5499,BRAESWOOD,BLVD,S,1,
2010-09-23,18,Theft,1A30,18A,3800-3899,AUDLEY,ST,-,1,
2010-09-23,17,Theft,15E30,20D,3600-3699,DEAL,ST,-,1,
2010-09-23,22,Theft,8C10,20D,3700-3799,LYNNFIELD,-,-,1,
2010-09-23,11,Theft,20G30,20A,11700-11799,RICHMOND,AVE,-,1,
2010-09-20,22,Theft,18F20,140,5100-5199,WESTHEIMER,RD,-,1,
2010-09-22,15,Theft,13D40,22E,10900-10999,GULFDALE,DR,-,1,
2010-07-20,00,Theft,2A50,250,7600-7699,WASHINGTON,AVE,-,1,
2010-09-24,08,Theft,21I60,01A,3900-3999,TERMINAL,RD,S,1,
2010-09-22,11,Theft,20G10,250,10300-10399,RICHMOND,AVE,-,1,
2010-09-24,09,Theft,2A50,18O,3500-3599,KATY,FWY,-,1,
2010-08-18,15,Theft,2A30,20D,1100-1199,STUDE,-,-,1,
2010-09-24,02,Theft,1A20,03B,800-899,DALLAS,ST,W,1,
2010-09-18,00,Theft,16E30,20R,4800-4899,TRAIL LAKE,-,-,1,
2010-09-23,19,Theft,1A50,18A,3300-3399,WESLAYAN,-,-,1,
2010-09-23,19,Theft,3B10,20D,6600-6699,CLEMSON,-,-,1,
2010-09-23,23,Theft,20G40,20D,11500-11599,LONG PINE,DR,-,1,
2010-09-24,07,Theft,2A10,20D,3700-3799,ELYSIAN,ST,-,1,
2010-09-17,14,Theft,5F10,20N,2000-2099,ANTOINE,DR,-,1,
2010-09-23,19,Theft,3B10,20D,6600-6699,CLEMSON,-,-,1,
2010-09-23,22,Theft,20G40,18A,1900-1999,KIRKWOOD,DR,S,1,
2010-09-22,09,Theft,5F30,250,7800-7899,GROW,LN,-,1,
2010-09-23,20,Theft,1A30,18A,3800-3899,AUDLEY,ST,-,1,
2010-09-23,19,Theft,5F40,18A,12300-12399,GESSNER,DR,N,1,
2010-09-23,21,Theft,1A40,18A,2400-2499,WESTHEIMER,RD,-,1,
2010-09-24,00,Theft,20G40,20D,11500-11599,CEDAR CREEK,DR,-,1,
2010-09-24,00,Theft,7C10,18O,2000-2099,OPELOUSAS,-,-,1,
2010-09-23,18,Theft,20G40,20D,11500-11599,LONG PINE,DR,-,1,
2010-09-24,10,Theft,10H40,080,4200-4299,MAIN,ST,-,1,
2010-09-21,12,Theft,3B30,13R,1700-1799,HEWITT,-,-,1,
2010-09-24,03,Theft,6B40,20D,1500-1599,WILLOW ROCK,RD,-,1,
2010-09-24,09,Theft,9C40,18G,1100-1199,FEDERAL,RD,-,1,
2010-09-22,18,Theft,4F20,18A,10200-10299,CENTREPARK,DR,-,1,
2010-09-19,18,Theft,6B40,20R,600-699,BEAVER BEND,RD,-,1,
2010-09-24,10,Theft,UNK,18R,5800-5899,KIRBY,DR,-,1,
2010-09-01,09,Theft,6B30,20R,4200-4299,LEMON TREE,LN,-,1,
2010-09-21,14,Theft,19G10,18A,8400-8499,COURSE,DR,S,1,
2010-09-23,23,Theft,20G30,18A,12400-12499,OXFORD PARK,DR,-,1,
2010-09-24,11,Theft,10H40,120,4200-4299,SAN JACINTO,-,-,1,
2010-09-21,14,Theft,18F50,18U,100-199,SHARPSTOWN CENTER,-,-,1,
2010-09-24,02,Theft,19G30,05C,12900-12999,BELLAIRE,BLVD,-,1,
2010-09-13,05,Theft,17E40,09D,8500-8599,AIRPORT,BLVD,W,1,
2010-09-21,17,Theft,5F40,05M,7900-7999,FM 1960,-,W,1,
2010-09-20,09,Theft,6B40,13R,7700-7799,OREBO,-,-,1,
2010-09-24,11,Theft,4F20,18C,2200-2299,GESSNER,DR,-,1,
2010-08-19,12,Theft,10H50,22U,3100-3199,CLEBURNE,ST,-,1,
2010-09-23,02,Theft,1A50,18A,3800-3899,BUFFALO SPEEDWAY,-,-,1,
2010-09-24,11,Theft,21I50,01A,3100-3199,TERMINAL,RD,S,1,
2010-09-19,08,Theft,9C20,120,5800-5899,LYONS,-,-,1,
2010-09-18,22,Theft,12D70,20D,500-599,PENCE,RD,-,1,
2010-09-23,19,Theft,16E40,20D,4800-4899,PORTER RIDGE,DR,-,1,
2010-09-21,11,Theft,1A30,20A,2700-2799,REVERE,-,-,1,
2010-09-24,11,Theft,17E20,22H,7000-7099,BEECHNUT,ST,-,1,
2010-09-23,17,Theft,1A30,18A,2700-2799,REVERE,-,-,1,
2010-09-24,07,Theft,9C40,18P,1100-1199,WESTMONT,DR,-,1,
2010-09-19,14,Theft,15E40,05S,8400-8499,KIRBY,DR,-,1,
2010-09-23,19,Theft,14D10,18O,3300-3399,OLD SPANISH,TRL,-,1,
2010-09-16,10,Theft,11H10,11G,1000-1099,SSGT MACARIO GARCIA,DR,-,1,
2010-09-24,09,Theft,3B40,22M,200-299,YALE,-,-,1,
2010-09-24,07,Theft,4F10,20D,1600-1699,ELMVIEW,DR,-,1,
2010-09-24,12,Theft,2A10,22H,1100-1199,QUITMAN,-,-,1,
2010-09-23,08,Theft,6B10,20A,100-199,PARKER,RD,-,1,
2010-09-22,13,Theft,10H50,18O,2000-2099,GRAY,-,-,1,
2010-09-24,12,Theft,1A20,18T,1400-1499,GRAY,-,W,1,
2010-09-23,08,Theft,24C20,13R,3800-3899,OAK GARDENS,DR,-,1,
2010-09-24,12,Theft,1A30,18A,3800-3899,AUDLEY,ST,-,1,
2010-09-23,22,Theft,6B60,18A,1100-1199,LANGWICK,DR,-,1,
2010-09-24,12,Theft,1A50,18R,2600-2699,WESTPARK,-,-,1,
2010-09-24,12,Theft,18F20,18W,4800-4899,SAN FELIPE,ST,-,1,
2010-09-24,12,Theft,19G10,080,9400-9499,WEST SAM HOUSTON,PKWY,S,1,
2010-09-24,09,Theft,1A30,18A,2700-2799,REVERE,-,-,1,
2010-09-24,13,Theft,8C50,120,9400-9499,MESA,DR,-,1,
2010-09-22,18,Theft,20G10,18M,2900-2999,BRIARPARK,DR,-,1,
2010-09-22,12,Theft,18F40,080,8600-8699,WESTHEIMER,RD,-,1,
2010-08-30,20,Theft,10H70,18O,3100-3199,OLD SPANISH,TRL,-,1,
2010-09-23,20,Theft,6B20,18C,5400-5499,NORTH,FWY,-,1,
2010-09-24,12,Theft,7C40,18O,12100-12199,ALDINE WESTFIELD,RD,-,1,
2010-09-24,13,Theft,20G50,18O,900-999,BUNKER HILL,RD,-,1,
2010-09-11,11,Theft,6B30,20A,5300-5399,GULF BANK,RD,W,1,
2010-09-24,09,Theft,18F40,05O,2500-2599,FONDREN,RD,-,1,
2009-09-24,10,Theft,15E10,18O,5600-5699,JASON,-,-,1,
2010-09-18,17,Theft,2A40,20R,1700-1799,COLORADO,ST,-,1,
2010-09-24,07,Theft,20G50,18P,12800-12899,MEMORIAL,DR,-,1,
2010-09-22,08,Theft,6B10,20R,11400-11499,SAGINAW,DR,-,1,
2010-09-24,07,Theft,15E10,20A,8900-8999,CHIMNEY ROCK,RD,-,1,
2010-09-23,14,Theft,18F60,20R,7800-7899,DASHWOOD,DR,-,1,
2010-09-23,22,Theft,1A20,13R,2300-2399,LOUISIANA,ST,-,1,
2010-09-24,14,Theft,7C30,120,9000-9099,JENSEN,DR,-,1,
2010-09-24,08,Theft,17E30,18A,8900-8999,GESSNER,DR,S,1,
2010-09-24,12,Theft,7C30,20A,7400-7499,CURRY,RD,-,1,
2010-09-22,12,Theft,11H20,22H,1600-1699,BROADWAY,ST,-,1,
2010-09-24,10,Theft,6B20,05H,6300-6399,SHEPHERD,DR,N,1,
2010-09-24,14,Theft,3B10,080,12000-12099,NORTHWEST,FWY,-,1,
